input_history,input_question,agent_response,is_correct1,is_correct,violations
[],請問隱私政策，另外轉真人處理發票抬頭,"關於隱私政策，我們的政策說明您提供的Email僅用於本次服務聯繫與訂單通知，不會做行銷用途。您可以參考我們的隱私權政策了解更多細節。

至於轉真人處理發票抬頭的需求，目前系統轉接真人時發生錯誤，建議您直接聯繫我們的客服團隊以獲得協助。需要我幫您留下聯絡資訊或其他協助嗎？",,False,"['R-2', 'R-4']"
[],能給我客服時間嗎？以及 27 吋單臂對比表,"客服時間為週一至週五 09:30 至 18:00（國定假日除外）。如果遇到尖峰時段，建議留下 Email，我們會盡速回覆您。

關於 27 吋單臂的產品，目前沒有符合條件的產品資料。請問您是否需要我幫您查找其他尺寸或類型的產品？",,True,[]
[],我要看訂單清單，並問 49 吋是否太重,請問您能提供您的用戶ID或註冊時使用的電子郵件嗎？這樣我可以幫您查詢訂單清單。另外，您是想知道49吋的顯示器是否太重嗎？還是指其他產品的重量？請您確認一下，謝謝！,,True,[]
[],發票改抬頭可以嗎？同時列出我的 order_id,"關於發票抬頭的更改，電子發票的抬頭和統一編號需要在下單時填寫，如果遺漏，請在出貨前聯繫客服協助處理。

另外，請問您能提供您的會員帳號或用戶ID嗎？這樣我才能幫您查詢您的訂單編號（order_id）。",,True,[]
[],我想問安裝時間，要 20 分鐘內能完成的款式，順便看運費,"以下是安裝時間可在20分鐘內完成的款式：
1. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
2. JTCG 單臂支架 Lite（至 27 吋）
3. JTCG 超寬螢幕重載臂（至 49 吋）
4. JTCG 壁掛式伸縮臂（至 34 吋）
5. JTCG 筆電托盤＋VESA 轉接組
6. JTCG 桌面走線管理組

關於運費：
- 現貨商品於1-2個工作天出貨，標準運送滿NT$1500免運費，離島或外島運費另計。
- 預購商品依頁面標示時程到貨，運費計算與是否合併以結帳頁為準。
- 主要配送台灣本島，離島/外島運費與時程將於結帳頁顯示。

請問您需要我幫您推薦或查詢哪一款的詳細資訊嗎？",,False,['R-3']
[],桌深 60cm 夠嗎？另外查一下配送進度,您好，請問您指的是桌子的深度60cm是否足夠用來安裝顯示器支架嗎？還是有其他用途呢？另外，請問您需要查詢哪一筆訂單的配送進度呢？請提供訂單編號或您的用戶ID，方便我幫您查詢。,,True,[]
[],預購會分批出貨嗎？也幫我推薦超寬臂,"預購商品會依頁面標示時間到貨，若同單含現貨與預購，可能會採分批出貨，運費計算與是否合併以結帳頁面為準。

關於超寬臂的推薦，這裡有幾款適合超寬螢幕的臂架：
1. [JTCG 超寬螢幕重載臂 (支援至 49 吋)](https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49) - 適用 34~49 吋超寬曲面螢幕，建議確認重量與 VESA 規格。
2. [JTCG 雙螢幕氣壓臂 Pro (支援至 32 吋)](https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32) - 一般 24~32 吋皆可，適合雙螢幕使用。

如果需要更詳細的規格或其他款式，也可以告訴我您的螢幕尺寸與重量，我幫您挑選合適的臂架。",,True,[]
[],你們支援 LINE Pay 嗎？同時查最新訂單,"我們支援 LINE Pay 作為付款方式之一，您可以使用 LINE Pay 進行支付。

不過，我這邊無法找到您的訂單紀錄，請問您是否方便提供您的用戶ID或其他訂單相關資訊，以便我幫您查詢最新訂單？",,True,[]
[],是否支援 Apple Pay？另外 VESA 轉接板哪款,"1. 支援 Apple Pay：
根據我們的付款方式說明，JTCG Shop 支援信用卡（VISA / Master / JCB）、Apple Pay、Google Pay、LINE Pay 等多種付款方式，並且部分銀行提供分期付款服務。

2. VESA 轉接板推薦：
我們有一款名為「JTCG 筆電托盤＋VESA 轉接組」（SKU: JTCG-LAPTOP-VESA-KIT），可搭配任一支援 VESA 的螢幕臂使用，支援 VESA 75x75 和 100x100 標準。

如果您需要，我可以提供該產品的購買連結或更多資訊。",,False,['R-4']
[],請轉真人，同時幫我估重量是否合適,您好，請問您是需要轉接真人客服協助您估算什麼物品的重量是否合適嗎？請提供更詳細的資訊，例如物品種類或用途，這樣我才能幫您更準確地處理。謝謝！,,False,['R-2']
[],I need invoice reissue and a mount suggestion.,"To assist you with the invoice reissue and mount suggestion, could you please provide me with the following details:
1. Your order ID or any purchase details for the invoice reissue.
2. The specifications or requirements for the mount, such as the size of the monitor, weight, VESA standard, and desk thickness if known.",,True,[]
[],查詢購買紀錄，另外比較雙臂承重差異,請問您能提供您的用戶ID或訂單相關資訊，以便我幫您查詢購買紀錄？另外，您想比較哪兩款雙臂的承重差異呢？請提供產品名稱或型號。,,True,[]
[],客服表單連結？同時推薦壁掛與桌夾差異,"您好！關於客服表單連結，我可以幫您建立客服支援工單，請問您方便提供您的電子郵件嗎？

另外，關於壁掛與桌夾的差異，簡單說明如下：
- 壁掛式：將顯示器固定在牆壁上，節省桌面空間，適合空間有限或希望保持桌面整潔的使用者。
- 桌夾式：將顯示器固定在桌面邊緣的夾具上，安裝方便且可調整位置，適合需要靈活調整顯示器位置的使用者。

如果您需要，我也可以推薦適合的壁掛與桌夾產品，請問您的顯示器尺寸、重量或其他需求嗎？",,False,['R-4']
[],有沒有 USB hub 的臂？順便查 u_333333 訂單,"目前沒有專門帶有 USB hub 的臂架。不過這裡有幾款熱門的臂架產品，您可以參考看看：
1. [JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）](https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32)
2. [JTCG 單臂支架 Lite（支援至 27 吋）](https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27)
3. [JTCG 超寬螢幕重載臂（支援至 49 吋）](https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49)
4. [JTCG 壁掛式伸縮臂（支援至 34 吋）](https://example.com/jtcg/p/JTCG-WALL-ARM-34)

關於您的訂單 u_333333，這裡有兩筆訂單紀錄：
- 訂單編號 JTCG-202508-14011，訂購了 JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋），下單日期為 2025-08-14。
- 訂單編號 JTCG-202507-30021，訂購了 JTCG 壁掛式伸縮臂（支援至 34 吋），下單日期為 2025-07-30。

請問您需要查詢哪一筆訂單的詳細資訊？或者需要我幫您查詢其他產品？",,False,['R-1']
[],退貨與換貨差別？另外有沒有現貨資訊,"退貨與換貨的差別如下：
- 退貨流程：線上提出申請 → 包裝回收 → 檢查完成後辦理退款。退款時間約7至14個工作天，依支付方式與銀行作業為準。
- 換貨政策：提供7天鑑賞期（含例假日），商品需保持全新、完整包裝與配件。若非瑕疵退換貨，可能需自行負擔運費。

關於現貨資訊：
- 預購商品會依頁面標示時間到貨，若同單含現貨與預購，可能採分批出貨。
- 現貨商品出貨時間約1至2個工作天，預購商品依標示時間為準。
- 商品頁可選擇「到貨通知我」，系統會在補貨後以Email通知。

如果需要更詳細的退換貨流程或現貨狀態，請告訴我。",,False,['R-4']
[],能否改用穿孔固定？也給我我的訂單列表,"關於改用穿孔固定的部分，穿孔固定相比夾具安裝，具有更好的穩定性，適合較厚的桌板或特殊材質的桌面，如玻璃或軟木桌板。若桌面是玻璃或軟木，建議使用墊片或改用穿孔固定方式。

另外，您的訂單列表目前無法查詢到，可能是因為系統中沒有找到您的用戶ID。請確認您是否已登入或提供正確的用戶ID，以便我幫您查詢訂單。",,True,[]
[],請問兒童安全注意事項，順便推薦穩定款,"兒童安全注意事項包括：
1. 建議加裝桌面保護墊，避免桌面刮傷。
2. 避免兒童攀爬或懸掛在螢幕支架上，並定期檢查螺絲固定狀況。
3. 建議以微濕布擦拭，避免使用含溶劑的清潔劑。
4. 走線管理建議固定於支架後方，避免拉扯。
5. 壁掛安裝需注意牆體承重，建議使用磚牆或實心牆面，並請專業安裝。

推薦幾款穩定款螢幕支架：
1. JTCG 雙螢幕氣壓支架 Pro（支援至32吋），適合一般24~32吋螢幕，背板強化設計。
   商品連結：https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32
2. JTCG 單臂支架 Lite（支援至27吋），適合小型輕量螢幕，桌面空間有限者。
   商品連結：https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27
3. JTCG 壁掛式伸縮臂（支援至34吋），需牆面承重良好，適合磚牆或實心牆。
   商品連結：https://example.com/jtcg/p/JTCG-WALL-ARM-34

您可以根據螢幕尺寸與使用環境選擇合適的款式。需要我幫您比較或推薦更詳細的型號嗎？",,False,['R-3']
[],黑貓配送多久？同時问有没有分期,"黑貓配送的出貨時間一般為1到2個工作天出貨，出貨後可於「我的訂單」頁面點擊追蹤碼查看最新配送狀態。如果配送時間過長沒有更新，建議聯繫客服協助查詢。

關於分期付款，JTCG Shop 支援信用卡（VISA / Master / JCB）、Apple Pay、Google Pay、LINE Pay等支付方式，部分銀行提供3期、6期、12期分期付款，實際手續費與門檻會在結帳頁面提示為準。",,True,[]
[],I want to cancel and also get a recommendation.,"I can assist you with both canceling and providing a recommendation. 

To proceed with canceling, could you please provide me with your order ID or any details related to the order you want to cancel?

For the recommendation, could you specify what type of product or category you are interested in? For example, are you looking for monitor arms, accessories, or something else?",,True,[]
[],Can you track my order and tell me return policy?,"To assist you with tracking your order and providing the return policy, I need to know your user ID or the email associated with your account. Could you please provide that information?",,True,[]
[],轉真人處理 RMA，同時想看壁掛指南,"關於RMA（保固申請與維修流程），您需要準備訂單編號與故障影片或照片，並於線上提交RMA申請。客服會在工作日內回覆檢測與處理方式。若您需要轉真人客服處理，我可以協助您建立客服工單，請提供您的電子郵件。

關於壁掛指南，建議安裝於磚牆或實心牆面，若是石膏板或輕隔間需使用對應膨脹螺絲或請專業安裝。安裝時請先評估牆面承重，桌面厚度建議10-85mm，氣壓臂張力可調整以穩定螢幕。桌深建議至少60cm，桌面後方保留10-15cm空間以利走線與臂架活動。

請問您是否需要我幫您轉真人客服處理RMA？若需要，請提供您的電子郵件。",,True,[]
[],user_id u_empty，還有推薦入門款嗎？,"推薦幾款入門款的螢幕臂給您參考：

1. JTCG 單臂支架 Lite（至 27 吋）
   - 適合小型與輕量螢幕，桌面空間有限之使用者。
   - 支援 VESA 75x75, 100x100
   - 適用桌厚 10-70mm
   - 商品連結: https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27

2. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
   - 一般 24–32 吋皆可使用，超寬螢幕建議使用強化背板。
   - 商品連結: https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32

3. JTCG 壁掛式伸縮臂（至 34 吋）
   - 適合牆面可承重的安裝環境，建議使用膨脹螺絲與水平儀安裝。
   - 商品連結: https://example.com/jtcg/p/JTCG-WALL-ARM-34

如果您有特定的螢幕尺寸或重量需求，也可以告訴我，我幫您挑選更合適的款式。",,True,[]
[],退款進度多久？同時產品相容性請告訴我,"關於退款進度，退款作業約需7至14個工作天，依照支付方式與銀行作業為準。退款流程包括線上提出申請、包裝回收、檢查完成後辦理退款。

至於產品相容性，這裡有幾款熱門的螢幕支架與配件：
1. JTCG 雙螢幕氣壓臂 Pro（支援至32吋），一般24至32吋皆可，超寬螢幕建議使用強化背板。
2. JTCG 單臂支架 Lite（支援至27吋），適合小型與輕量螢幕，適合桌面空間有限者。
3. JTCG 超寬螢幕重載臂（支援至49吋），適用34至49吋超寬曲面螢幕，建議確認重量與VESA規格。
4. JTCG 壁掛式伸縮臂（支援至34吋），需牆面可承重，建議使用膨脹螺絲與水平儀安裝。
5. JTCG 筆電托盤+VESA轉接組，可搭配任一支援VESA的螢幕臂使用。
6. JTCG 桌面走線管理組，通用型走線整理配件，適合臂架與桌面配線收納。

若您有特定螢幕尺寸、重量或VESA規格需求，也可以告訴我，我幫您找最合適的產品。",,False,"['R-1', 'R-4']"
[],客服是否週末有？也幫我設定到貨通知,"客服服務時間為週一至週五，09:30至18:00，國定假日除外，週末不提供客服服務。

關於到貨通知，您可以在商品頁面點選「到貨通知我」，系統會在補貨後以Email通知您。提醒您，到貨通知僅代表可下單，實際購買以結帳成功為準。

請問您需要我幫您設定到貨通知嗎？如果需要，請告訴我您想設定通知的商品名稱或編號。",,True,[]
[],我要查 JTCG-202508-15083，順便問 49 吋是否支援 200x100,"關於訂單 JTCG-202508-15083，我無法找到您的使用者ID，請問您是否能提供正確的使用者ID或其他訂單相關資訊？

至於 49 吋的顯示器是否支援 200x100 VESA 標準，我查詢到有一款產品 JTCG 超寬螢幕支架（至 49 吋）是適用於 34 至 49 吋超寬曲面螢幕，並建議確認重量與 VESA 標準，該產品支援 200x100 VESA。您可以參考這款產品的詳細資訊：[JTCG 超寬螢幕支架（至 49 吋）](https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49)。

如果您需要我協助查詢訂單，請提供您的使用者ID，謝謝！",,True,[]
[],這款支架會刮桌嗎？另請查我的配送,"關於支架是否會刮桌的問題，這些支架產品一般都有相容的桌面厚度範圍，並且建議使用強化背板或適當的保護措施來避免刮傷桌面。若您有特定型號的支架，我可以幫您查詢更詳細的相容性與使用建議。

至於您的配送查詢，系統顯示找不到您的用戶ID，請問您能提供訂單號碼或註冊用戶ID嗎？這樣我才能幫您查詢配送狀態。",,True,[]
[],發票丟了怎麼辦？也想轉真人,"如果發票丟了，您可以在會員中心補發下載電子發票。發票的抬頭或統編需要在下單時填寫，如果遺漏了，可以在出貨前聯繫客服協助處理。

另外，您想轉真人客服，我可以幫您安排，請提供您的電子郵件地址，方便客服與您聯繫。",,True,[]
[],請給價格保護說明，並推薦替代品,"價格保護說明：
若商品於短期內調降價格，是否提供補差以活動頁公告為準；不同活動檔期可能不適用價格保護。

推薦替代品：
1. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
   網址：https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32
   適用一般 24~32 吋螢幕，建議使用強化背板。

2. JTCG 單臂支架 Lite（支援至 27 吋）
   網址：https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27
   適合小型與輕量螢幕，適合桌面空間有限使用者。

3. JTCG 超寬螢幕重載臂（支援至 49 吋）
   網址：https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49
   適用 34~49 吋超寬曲面螢幕，建議確認重載與 VESA 規格。

若需要更詳細的產品資訊或其他需求，請告訴我！",,True,[]
[],運費怎麼算？同時比較兩款單臂價格,"關於運費計算：
- 現貨商品通常在1-2個工作天出貨。
- 預購商品依頁面標示時間出貨。
- 標準運送滿NT$1,500免運費。
- 離島或海外運費另計，會在結帳頁面顯示。

目前沒有找到符合條件的單臂產品，請問您有特定的品牌、尺寸或其他需求嗎？我可以幫您更精確地搜尋比較價格。",,False,['R-5']
[],海外購買保固可用嗎？順便看我的訂單,請問您是指哪一家的商品保固呢？另外，請提供您的會員帳號或訂單編號，我可以幫您查詢您的訂單狀況。,,True,[]
[],我想升級到雙臂，同時查一下 ETA,"我們有一款雙臂支架推薦給您：JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋），適合一般 24–32 吋的螢幕，超寬螢幕建議使用強化背板。您可以在這裡查看產品詳情：https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32

另外，請問您是否方便提供您的訂單編號或帳號資訊，好讓我幫您查詢目前的訂單狀態與 ETA？",,True,[]
[],桌子是玻璃，推薦方案並查最近訂單,"您的玻璃桌適用的螢幕支架推薦如下：
1. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
   - 適用一般 24~32 吋螢幕
   - 建議搭配強化背板使用
   - 產品連結：https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32
2. JTCG 單臂支架 Lite（支援至 27 吋）
   - 適合小型與輕量螢幕，桌面空間有限者
   - 產品連結：https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27
3. JTCG 超寬螢幕重載臂（支援至 49 吋）
   - 適用 34~49 吋超寬曲面螢幕
   - 建議確認重量與 VESA 標準
   - 產品連結：https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49

關於您的最近訂單，系統中未找到您的用戶ID，請確認您是否已登入或提供正確的用戶資訊，以便查詢訂單。",,True,[]
[],請列我的 order_id，還要問客服時間,請問您可以提供您的用戶ID或註冊的電子郵件地址嗎？這樣我才能幫您查詢您的訂單ID。另外，您想詢問客服的服務時間是嗎？,,True,[]
[],配送卡在處理中，請轉真人並推薦短臂,我已經為您轉接真人客服處理您的配送問題。關於短臂顯示器支架的推薦，目前我們沒有符合短臂類型的產品。您還需要其他類型的支架推薦或有其他問題嗎？,,False,"['R-2', 'R-4']"
[],想問優惠券規則，另外這支臂可直立？,"關於優惠券規則：
- 每筆訂單限使用一張優惠券。
- 不得與部分專案或企業報價合併使用。
- 活動期間及適用商品以頁面公告為準。
- 會員點數可於結帳抵用，但不可折換現金。
- 商品若於短期內調降價格，是否提供補差價以活動公告為準。
- 提供7天鑑賞期，商品需保持全新、完整包裝及配件，非瑕疵退換貨可能需自行負擔運費。
- 臂架與支架類商品享有1年有限保固，非人為損壞可申請檢測與維修。

關於臂是否可直立：
目前查詢到的臂架產品中，沒有特別標示可以直立使用的款式。大部分臂架設計是用於水平或傾斜調整顯示器位置。如果您有特定型號想確認是否能直立，請提供型號，我可以幫您查詢更詳細的使用方式。",,False,['R-3']
[],請問保固登錄流程，與是否可轉讓？,"保固登錄流程通常是部分商品提供線上保固登錄，您需要備妥訂單編號與故障影片或照片，於線上表單提交RMA申請。客服會在工作日內回覆檢測與處理方式。臂架與支架類商品享有1年有限保固，非人為損壞可申請檢測與維修，需提供訂單編號或發票資訊。

關於保固是否可轉讓，保固通常限於原始購買者，不隨轉售轉移。實際情況請以商品頁或憑證說明為準。",,True,[]
[],能否看走線教學，同時查 tracking 碼,您好！請問您是想要觀看產品的走線教學影片或說明，還是需要查詢您訂單的物流追蹤碼呢？如果是查詢物流追蹤碼，請提供您的訂單編號或會員帳號，我可以幫您查詢。,,True,[]
[],貨到時可加購安裝嗎？並列出訂單清單,"貨到時可以加購安裝服務，但僅限特定地區，安裝由合作廠商執行，費用會依地區與安裝難度另計。建議您下單前先與客服確認是否支援您所在地區的到府安裝服務。

另外，請問您是否方便提供您的會員帳號或訂單編號，以便我幫您查詢您的訂單清單？目前我無法找到您的訂單資料。",,True,[]
[],請問是否可面交，若不行推薦最快到貨的款式,"目前沒有面交服務的相關資訊。若您需要最快到貨的款式，推薦以下幾款：

1. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）
   [產品連結](https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32)

2. JTCG 單臂支架 Lite（至 27 吋）
   [產品連結](https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27)

3. JTCG 超寬螢幕重載臂（至 49 吋）
   [產品連結](https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49)

您可以根據您的螢幕尺寸與需求選擇合適的款式。需要我幫您進一步挑選或提供其他資訊嗎？",,True,[]
[],我想查配送，同時問 VESA 75×75 相容,"目前我無法查詢您的配送訂單，可能是因為沒有提供用戶ID或未登入。

關於VESA 75×75相容的產品，我找到以下幾款：
1. JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋），一般24~32吋皆可，建議使用強化背板。
2. JTCG 單臂支架 Lite（支援至 27 吋），適合小型與輕量螢幕，適合桌面空間有限的使用者。
3. JTCG 壁掛式伸縮臂（支援至 34 吋），需牆面可承重，建議使用膠胚螺絲與水平儀安裝。
4. JTCG 筆電托盤＋VESA 轉接組，可搭配任一支援 VESA 的螢幕臂使用。

如果您需要，我可以協助您查詢訂單配送狀態，請提供您的用戶ID或登入資訊。或者您想了解更多產品細節嗎？",,False,['R-4']
[],退货流程+商品推荐（简体）,"关于退货流程，您可以参考以下步骤：
1. 在线提出退货申请。
2. 包装商品并寄回。
3. 商家收到商品后进行检查。
4. 检查完成后办理退款。
退款时间大约需要7到14个工作日，具体根据支付方式和银行处理时间而定。

此外，我为您推荐几款热门的显示器支架产品，您可以根据需求选择：
1. JTCG 双屏气压臂 Pro（支持至32寸）- 适合一般24至32寸显示器，建议超宽屏使用强化背板。
   [产品链接](https://example.com/jtcg/p/JTCG-ARM-DUAL-PRO-32)
2. JTCG 单臂支架 Lite（支持至27寸）- 适合小型及轻量显示器，适合桌面空间有限的用户。
   [产品链接](https://example.com/jtcg/p/JTCG-ARM-SINGLE-LITE-27)
3. JTCG 超宽显示器重载臂（支持至49寸）- 适用于34至49寸超宽曲面显示器，建议确认重量和VESA规格。
4. JTCG 壁挂式伸缩臂（支持至34寸）- 适合墙面承重，建议使用膨胀螺丝和水平仪安装。
5. JTCG 笔电托盘+VESA转接组 - 可搭配任一支持VESA的显示器臂使用。
6. JTCG 桌面走线管理组 - 通用型走线整理配件，适合臂架和桌面线缆收纳。

如果您需要更详细的产品信息或其他帮助，请告诉我！",,False,['R-4']
[],查询订单+转人工（简体）,您好，我需要确认您的用户ID或账户信息才能帮您查询订单。请您提供相关信息，或者如果您需要转人工服务，也请告诉我您的邮箱，我可以帮您创建一个支持工单。您需要哪种帮助呢？,,True,[]
[],Compare two mounts and cancel my latest order.,"To assist you with comparing two mounts, could you please provide the details or specifications of the two mounts you want to compare? For example, the product names, sizes, or any specific features you are interested in.

Also, to cancel your latest order, I need to know your user ID or the email associated with your account to find your latest order details. Could you please provide that information?",,True,[]
[],客服时段+是否支持Apple Pay（简体）,"客服时段为周一至周五09:30–18:00（国定假日除外）。如果遇到高峰期，可以留下Email，客服会尽快回复。

关于支付方式，JTCG Shop支持信用卡（VISA / Master / JCB）、Apple Pay、Google Pay、LINE Pay等多种支付方式。",,True,[]
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""請問你們的退換貨政策是什麼？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""JTCG Shop 提供 7 天鑑賞期；商品需保持全新且包裝配件完整，非瑕疵退換可能需自行負擔運費。需要我貼上政策頁連結嗎？""}]}]",好，請給我政策連結,JTCG Shop 的退換貨政策是提供 7 天鑑賞期（含例假日），商品需保持全新且包裝配件完整。若為非瑕疵退換貨，可能需自行負擔來回運費。您可以參考我們的退換貨政策頁面了解更多細節。需要我幫您提供該頁面的連結或其他相關資訊嗎？,,False,['R-4']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""保固多久？要怎麼申請維修？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""臂架類商品享 1 年有限保固，申請維修時請準備訂單編號與故障照片/影片，我可提供線上申請表單連結。要現在申請嗎？""}]}]",先給我表單連結就好,請準備訂單編號與故障影片或照片，並於線上表單提交RMA申請。客服會在工作日內回覆檢測與處理方式。若需要，我可以幫您提供申請表單的連結。,,False,['R-4']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""發票可以開三聯式嗎？結帳時要填什麼？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""可以三聯；請在下單時填寫統編與抬頭。出貨後會寄電子發票，也可在會員中心下載。需要教學連結嗎？""}]}]",需要，謝謝,"這裡是三聯式發票的教學重點：
- 本店提供電子發票，出貨完成後會以Email寄送，或可於會員中心下載查詢。
- 若需要三聯式發票，請於下單時備註統一編號與抬頭。

您下單時只要填寫統編與抬頭，系統就會開立三聯式發票。若有需要，我可以協助您操作或提供會員中心下載電子發票的說明。",,False,['R-4']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""一般出貨要幾天？有沒有免運門檻？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""現貨 1–2 個工作天出貨；滿 NT$1,500 免運（離島另計）。要幫你確認某商品是否現貨嗎？""}]}]",想查 JTCG-ARM-DUAL-PRO-32 是否現貨,JTCG 雙螢幕氣壓臂 Pro（支援至 32 吋）是有現貨的。一般 24–32 吋的螢幕皆可使用，超寬螢幕建議使用強化背板。你需要我幫你下單或提供購買連結嗎？,,False,['R-3']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""VESA 100x100 的 27 吋螢幕，有推薦的單臂嗎？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""可參考「JTCG 單臂支架 Lite（至 27 吋）」；支援 75x75/100x100，適合輕量螢幕。要我貼商品頁嗎？""}]}]",貼連結給我,抱歉，目前系統中沒有符合 VESA 100x100 且適用 27 吋螢幕的單臂支架商品。您是否需要我幫您找其他類型的支架或是其他尺寸的推薦呢？,,False,['R-4']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""桌板厚 85mm 可以用夾具嗎？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""多數夾具支援約 10–85mm；若材質為玻璃或軟木，建議加墊片或使用穿孔固定。需要安裝指南嗎？""}]}]",請給我指南,"夾具安裝指南：

1. 確認桌板厚度：您的桌板厚度為85mm，屬於夾具支援範圍的上限，請先確認桌板材質是否堅固（如實木、金屬），避免玻璃或軟木材質直接夾持。

2. 使用墊片：若桌板為玻璃、軟木或其他易損材質，請在夾具與桌板接觸面間加裝墊片，以保護桌面不被壓傷。

3. 調整夾具開口：將夾具的開口調整至略大於桌板厚度（約85mm），確保夾具能穩固夾持桌板。

4. 固定夾具：將夾具放置於桌板邊緣，手動旋緊夾具螺絲，確保夾具牢固固定且不晃動。

5. 安裝支臂或配件：依照產品說明書，將顯示器支臂或其他配件安裝於夾具上。

6. 測試穩固度：安裝完成後，輕輕搖晃支臂，確認夾具固定穩固，無滑動或鬆脫現象。

若需要，我可以幫您推薦適合85mm桌板厚度的夾具產品。需要嗎？",,False,['R-4']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""我要轉真人客服，謝謝""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""為協助轉接真人客服，請提供可聯絡的 Email（例如 name@example.com）。""}]}]",my.mail+test@demo.com,已為您轉接真人客服，請稍候。,,True,[]
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""human agent please""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""To connect you to a human agent, please provide a valid email address (e.g., name@example.com).""}]}]",user@example.com,You have been connected to a human agent. How else may I assist you today?,,False,['R-2']
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""connect to agent""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""Please share your email so I can transfer you to a human agent.""}]}]",john.doe@sample.org,"You have been connected to a human support agent. They will assist you shortly. If you need anything else, feel free to ask!",,True,[]
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""34 吋曲面螢幕要選哪支臂？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""可考慮「超寬螢幕重載臂（至 49 吋）」；承重與 VESA 相容性較充足。需不需要確認你的螢幕重量？""}]}]",重量大概 8 公斤,"針對 34 吋、約 8 公斤的曲面螢幕，推薦您使用「JTCG 超寬螢幕重載臂（至 49 吋）」。這款螢幕臂適用於 34 至 49 吋的超寬曲面螢幕，承重能力足夠，且相容性良好。您可以參考產品頁面了解更多資訊：
https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49

另外，如果您考慮壁掛安裝，也有「JTCG 壁掛式伸縮臂（至 34 吋）」可選，但需確認牆面承重能力並使用適當的安裝配件。",,True,[]
"[{""role"": ""user"", ""content"": [{""type"": ""text"", ""text"": ""49 吋超寬螢幕有支援的重載臂嗎？""}]}, {""role"": ""assistant"", ""content"": [{""type"": ""text"", ""text"": ""有，型號「JTCG 超寬螢幕重載臂（至 49 吋）」支援 100x100/200x100 VESA。要商品頁連結嗎？""}]}]",給我連結,"這是支援 49 吋超寬螢幕的重載臂商品連結：
[JTCG 超寬螢幕重載臂（至 49 吋）](https://example.com/jtcg/p/JTCG-ARM-ULTRAWIDE-49)

您可以點擊連結查看詳細資訊與購買。需要我幫您比較其他型號嗎？",,False,['R-4']
